,shortName,sector,industry,market,price,priceCurrency,sharesOutstanding,reportCurrency,fxRate,lastFiscalYearEnd,mostRecentQuarter,lastDividend,lastBuyback,totalAssets,currentAssets,currentLiabilities,totalAssets_-1,currentAssets_-1,currentLiabilities_-1,cashAndCashEquivalents,otherShortTermInvestments,cashAndCashEquivalents_-1,otherShortTermInvestments_-1,currentDebtAndCapitalLease,currentCapitalLease,currentDebtAndCapitalLease_-1,currentCapitalLease_-1,longTermDebtAndCapitalLease,longTermCapitalLease,longTermDebtAndCapitalLease_-1,longTermCapitalLease_-1,totalEquityAndMinorityInterest,commonStockEquity,totalEquityAndMinorityInterest_-1,commonStockEquity_-1,investmentProperties,longTermEquityInvestment,longTermFinancialAssets,investmentProperties_-1,longTermEquityInvestment_-1,longTermFinancialAssets_-1,netPPE,totalRevenue,costOfRevenue,sellingGeneralAndAdministration,netPPE_-1,totalRevenue_-1,costOfRevenue_-1,sellingGeneralAndAdministration_-1,netIncomeCommonStockholders,interestPaidCfo,interestPaidCff,netIncomeCommonStockholders_-1,interestPaidCfo_-1,interestPaidCff_-1,cfo,cfi,cff,endCashPosition,cfo_-1,cfi_-1,cff_-1,endCashPosition_-1
0036.HK,FE HLDGS INTL,Consumer Cyclical,Apparel Manufacturing,hk_market,0.09399999678134918,HKD,1089120000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1532127000.0,17285000.0,620371000.0,1547484000.0,32396000.0,622638000.0,4900000.0,8241000.0,10486000.0,19419000.0,594043000.0,0.0,619278000.0,0.0,0.0,0.0,0.0,0.0,911756000.0,479708000.0,924846000.0,490791000.0,1497800000.0,0.0,0.0,1497800000.0,0.0,0.0,17042000.0,24825000.0,902000.0,4712000.0,17288000.0,37253000.0,1892000.0,5501000.0,-240662000.0,0.0,-15947000.0,93439000.0,0.0,-21699000.0,-6188000.0,60957000.0,-58872000.0,10486000.0,39143000.0,11414000.0,-69193000.0,14589000.0
0037.HK,FE HOTELS,Real Estate,Real Estate Services,hk_market,0.7200000286102295,HKD,748529984,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,437802163.0,71617764.0,29895239.0,433359996.0,65677550.0,35151224.0,31207100.0,19492271.0,28872528.0,22612546.0,20768991.0,5745291.0,21743781.0,6761074.0,5884786.0,5884786.0,10576995.0,9145279.0,396871086.0,396871086.0,382829720.0,382829720.0,312560482.0,933989.0,0.0,322382611.0,647716.0,0.0,32204696.0,51070156.0,26396703.0,25518327.0,32970240.0,49691581.0,23142330.0,19065219.0,53982244.0,-575450.0,-1257809.0,7890996.0,-3036801.0,-1587764.0,3673670.0,5120690.0,-13523601.0,27668314.0,25464815.0,-12352071.0,3564134.0,32243988.0
0038.HK,FIRST TRACTOR,Industrials,Farm & Heavy Construction Machinery,hk_market,4.199999809265137,HKD,391940000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,0.2712206648466602,0.0,13447649338.36,8860077904.92,6746692877.08,13921094062.89,9161877081.7,7074224775.49,4582311437.26,1383564816.67,5933932441.71,683083007.31,382535182.18,0.0,587143425.31,0.0,21793321.49,1113321.49,111113321.49,1113321.49,6367117399.05,5845459421.02,6418875521.89,5841460689.54,0.0,690382721.06,317629136.9,0.0,130138312.01,713273536.9,2471701663.39,9333808881.54,7735200896.0,254353538.5,2478172546.91,7582476787.76,6046229374.0,407248612.72,438209215.31,0.0,0.0,280150740.3,0.0,0.0,582279759.33,272575926.72,-119911581.04,2146767725.61,1248778258.13,479943520.74,-1417014045.77,1416825910.58
0039.HK,CH BEIDAHUANG,Consumer Defensive,Grocery Stores,hk_market,0.15399999916553497,HKD,6313370112,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,2637240000.0,1312825000.0,1188847000.0,2880051000.0,1407099000.0,1187563000.0,26109000.0,0.0,27433000.0,0.0,631884000.0,142179000.0,665852000.0,144853000.0,459837000.0,459837000.0,558712000.0,558712000.0,960611000.0,995116000.0,1104396000.0,1128680000.0,431125000.0,284819000.0,0.0,454913000.0,284605000.0,0.0,600433000.0,928785000.0,767708000.0,132186000.0,725374000.0,859095000.0,715424000.0,104907000.0,-170916000.0,0.0,-13021000.0,14778000.0,0.0,-47165000.0,174359000.0,-5335000.0,-160064000.0,27433000.0,147668000.0,31640000.0,-248997000.0,26115000.0
0040.HK,GOLD PEAK,Technology,Electronic Components,hk_market,0.5899999737739563,HKD,915475008,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0005330566052983939,0.0,8443646000.0,4101242000.0,4393125000.0,9048115000.0,4368677000.0,5106968000.0,1165889000.0,518000.0,1186326000.0,4220000.0,2700322000.0,67971000.0,3161433000.0,78471000.0,1299993000.0,201962000.0,984784000.0,243938000.0,2706058000.0,1807756000.0,2891963000.0,1916312000.0,0.0,1633187000.0,94941000.0,0.0,1756840000.0,90384000.0,2480909000.0,7061620000.0,5229351000.0,1801975000.0,2677831000.0,6706177000.0,4912014000.0,1604973000.0,133400000.0,0.0,-132261000.0,121862000.0,0.0,-140689000.0,-57366000.0,-35650000.0,-102789000.0,1186326000.0,219834000.0,-154989000.0,-77222000.0,1318468000.0
0041.HK,GREAT EAGLE H,Real Estate,Real Estate—Diversified,hk_market,18.68000030517578,HKD,747723008,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.9396166661759323,0.0,115079637000.0,19646767000.0,13553363000.0,119251235000.0,20593936000.0,15134189000.0,4930936000.0,1023550000.0,6119146000.0,732251000.0,6002275000.0,9385000.0,7196916000.0,11121000.0,26775391000.0,6863000.0,26192138000.0,11127000.0,73489274000.0,58568628000.0,76615831000.0,61448660000.0,70709698000.0,485016000.0,3053410000.0,71095021000.0,394137000.0,5195583000.0,20484448000.0,7830429000.0,4633598000.0,446598000.0,21356674000.0,10305287000.0,6348396000.0,489189000.0,-499034000.0,0.0,-903029000.0,-8540252000.0,0.0,-805733000.0,2109976000.0,651374000.0,-4133869000.0,6119146000.0,4911764000.0,-3057598000.0,-5333276000.0,7378111000.0
0042.HK,NE ELECTRIC,Consumer Cyclical,Lodging,hk_market,0.3400000035762787,HKD,873369984,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,0.0,0.0,183602625.72,125937305.35,298300776.69,182216412.79,116006341.46,300954697.52,16545067.01,0.0,13602160.06,0.0,0.0,0.0,29861901.27,0.0,0.0,0.0,0.0,0.0,-184125135.09,-186185382.16,-188646569.26,-190659843.18,0.0,0.0,0.0,0.0,0.0,0.0,45983051.56,83700725.0,44752431.29,44758006.61,54461800.99,79990887.34,51756403.74,50170661.15,17628651.5,0.0,0.0,63976621.79,0.0,0.0,5433992.01,5412999.0,-3736896.25,15636277.56,-76154097.18,22862719.26,-12674273.76,8535909.71
0045.HK,HK&S HOTELS,Consumer Cyclical,Lodging,hk_market,8.5,HKD,1649430016,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,55724000000.0,6353000000.0,10452000000.0,55685000000.0,1391000000.0,3758000000.0,657000000.0,0.0,479000000.0,0.0,8903000000.0,144000000.0,2178000000.0,163000000.0,7714000000.0,2641000000.0,14304000000.0,2940000000.0,36791000000.0,36687000000.0,36865000000.0,36762000000.0,33466000000.0,1667000000.0,0.0,38031000000.0,1869000000.0,0.0,13447000000.0,3461000000.0,310000000.0,0.0,13748000000.0,2710000000.0,213000000.0,0.0,-120000000.0,0.0,-259000000.0,-1940000000.0,0.0,-268000000.0,318000000.0,-2599000000.0,2241000000.0,466000000.0,-862000000.0,-2307000000.0,2986000000.0,506000000.0
0046.HK,COMPUTER & TECH,Technology,Information Technology Services,hk_market,2.4000000953674316,HKD,249488000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.1787220227024947,0.0,665066000.0,387360000.0,128805000.0,681297000.0,397214000.0,133291000.0,285643000.0,5977000.0,298397000.0,7546000.0,8320000.0,8320000.0,7923000.0,7923000.0,7939000.0,7939000.0,10325000.0,10325000.0,515723000.0,514304000.0,523629000.0,522141000.0,66710000.0,0.0,2100000.0,66790000.0,0.0,2100000.0,17014000.0,265504000.0,113073000.0,93694000.0,19354000.0,256265000.0,111477000.0,93718000.0,53844000.0,0.0,-245000.0,60125000.0,0.0,-1155000.0,56351000.0,-114013000.0,-54973000.0,116497000.0,78343000.0,37299000.0,-37569000.0,227711000.0
0048.HK,C AUTO INT DECO,Consumer Cyclical,Textile Manufacturing,hk_market,0.4099999964237213,HKD,175115008,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,319208000.0,260063000.0,159788000.0,343842000.0,278521000.0,151954000.0,29294000.0,27504000.0,24583000.0,38105000.0,9266000.0,2766000.0,32728000.0,2728000.0,1162000.0,1162000.0,2180000.0,2180000.0,158258000.0,158258000.0,189708000.0,189708000.0,0.0,14831000.0,0.0,0.0,13840000.0,0.0,40409000.0,181701000.0,157662000.0,29525000.0,47576000.0,141626000.0,128141000.0,19695000.0,-410000.0,0.0,-1859000.0,-3890000.0,0.0,-2473000.0,2072000.0,-3083000.0,4385000.0,24583000.0,4794000.0,-3121000.0,823000.0,26820000.0
0050.HK,HK FERRY (HOLD),Real Estate,Real Estate—Diversified,hk_market,7.909999847412109,HKD,356273984,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.24999860781302516,0.0,6340123000.0,3193339000.0,223781000.0,6269230000.0,3282211000.0,184912000.0,1541777000.0,0.0,1683031000.0,0.0,8593000.0,8593000.0,2121000.0,2121000.0,13474000.0,13474000.0,2053000.0,2053000.0,6020562000.0,6020562000.0,6004518000.0,6004518000.0,2272505000.0,502167000.0,134632000.0,2258005000.0,502993000.0,135577000.0,121116000.0,244197000.0,164622000.0,57409000.0,86918000.0,208269000.0,149051000.0,50405000.0,118249000.0,0.0,-122000.0,26588000.0,0.0,-160000.0,25194000.0,744172000.0,-91280000.0,1088993000.0,20950000.0,-113586000.0,-137603000.0,410907000.0
0051.HK,HARBOUR CENTRE,Real Estate,Real Estate—Development,hk_market,7.300000190734863,HKD,709000000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.07052186177715092,0.0,19406000000.0,2774000000.0,2548000000.0,20526000000.0,3444000000.0,2786000000.0,703000000.0,0.0,1089000000.0,0.0,250000000.0,0.0,0.0,0.0,1018000000.0,0.0,1450000000.0,0.0,15499000000.0,15273000000.0,15937000000.0,15617000000.0,5088000000.0,941000000.0,3178000000.0,5138000000.0,983000000.0,3386000000.0,6790000000.0,4484000000.0,3383000000.0,290000000.0,7285000000.0,3313000000.0,2398000000.0,203000000.0,-24000000.0,-35000000.0,0.0,-1119000000.0,-71000000.0,0.0,1130000000.0,243000000.0,-1615000000.0,1089000000.0,170000000.0,152000000.0,-1003000000.0,1294000000.0
0052.HK,FAIRWOOD HOLD,Consumer Cyclical,Restaurants,hk_market,12.479999542236328,HKD,129553000,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.8499918952089106,0.0,2355908000.0,865544000.0,896704000.0,2337268000.0,769484000.0,782322000.0,686018000.0,0.0,538313000.0,0.0,394185000.0,394185000.0,410072000.0,410072000.0,702602000.0,702602000.0,776158000.0,776158000.0,699930000.0,699930000.0,714236000.0,714236000.0,24270000.0,0.0,0.0,28100000.0,0.0,0.0,1390629000.0,2881942000.0,2659381000.0,167614000.0,1463941000.0,2646469000.0,2318873000.0,150037000.0,42640000.0,0.0,-32404000.0,153617000.0,0.0,-36824000.0,561362000.0,-50783000.0,-569734000.0,557102000.0,780789000.0,-111350000.0,-565425000.0,615632000.0
0053.HK,GUOCO GROUP,Industrials,Conglomerates,hk_market,73.05000305175781,HKD,329051008,USD,7.849596659342448,1970-01-01 00:00:01.656547200,1656547200.0,0.2532677243766413,0.0,16602327000.0,6068169000.0,2370998000.0,17315811000.0,6696699000.0,1689682000.0,1504382000.0,1120139000.0,1810200000.0,1183012000.0,1602736000.0,72934000.0,926892000.0,69842000.0,4235494000.0,879570000.0,5426546000.0,974230000.0,9602021000.0,7357199000.0,9749533000.0,7483032000.0,4421488000.0,1792395000.0,841696000.0,4046755000.0,2602951000.0,0.0,2160777000.0,1899913000.0,1149899000.0,587013000.0,2420982000.0,1320427000.0,968783000.0,419131000.0,249863000.0,0.0,-189742000.0,322103000.0,0.0,-192060000.0,451668000.0,-293908000.0,-98605000.0,1345816000.0,458357000.0,-211098000.0,-567856000.0,1324589000.0
0055.HK,NEWAY GROUP,Industrials,Specialty Business Services,hk_market,0.33000001311302185,HKD,253359008,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1195655000.0,808384000.0,254741000.0,1156303622.0,608144190.0,267084082.0,236267000.0,22564000.0,145679792.0,28021274.0,70220000.0,9935000.0,76531371.0,13922336.0,86179000.0,44029000.0,47115912.0,47115912.0,846456000.0,850008000.0,832058276.0,835714053.0,116679000.0,393000.0,22397000.0,259294789.0,396732.0,22550619.0,212868000.0,623576722.0,514997428.0,163903662.0,247592205.0,532674495.0,399625483.0,146829033.0,-10706159.0,0.0,-3579410.0,-87187111.0,0.0,-4878062.0,-39272434.0,6545830.0,-28397389.0,145679792.0,42262152.0,-31705762.0,-26905124.0,203465951.0
0057.HK,CHEN HSONG HOLD,Industrials,Specialty Industrial Machinery,hk_market,1.8899999856948853,HKD,630531968,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.1670002558855192,0.0,3962299000.0,2796891000.0,927516000.0,4429327000.0,3149221000.0,1106731000.0,574928000.0,0.0,671911000.0,0.0,1113000.0,1113000.0,23167000.0,1599000.0,3520000.0,3520000.0,4556000.0,4556000.0,2950506000.0,2933529000.0,3228462000.0,3209049000.0,322201000.0,24964000.0,0.0,359296000.0,28529000.0,0.0,613062000.0,2728763000.0,2081488000.0,443503000.0,690726000.0,2360553000.0,1727543000.0,385051000.0,213309000.0,-1306000.0,0.0,203021000.0,-1948000.0,0.0,-275608000.0,-86229000.0,-151896000.0,671911000.0,222155000.0,-49778000.0,-94611000.0,1146188000.0
0058.HK,SUNWAY INT'L,Basic Materials,Building Materials,hk_market,0.10300000011920929,HKD,179600000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,477622000.0,306837000.0,219556000.0,529599000.0,345753000.0,245837000.0,11140000.0,523000.0,2734000.0,6726000.0,16989000.0,180000.0,15021000.0,172000.0,16594000.0,2026000.0,22950000.0,2224000.0,232788000.0,163699000.0,252136000.0,180458000.0,0.0,0.0,0.0,0.0,0.0,0.0,144324000.0,515907000.0,419363000.0,106219000.0,156819000.0,384960000.0,308013000.0,89399000.0,-24744000.0,0.0,-2654000.0,-18827000.0,0.0,-3559000.0,9723000.0,-8612000.0,-6240000.0,2734000.0,-13665000.0,-13238000.0,3831000.0,12985000.0
0059.HK,SKYFAME REALTY,Real Estate,Real Estate—Development,hk_market,0.05700000002980232,HKD,8446329856,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.024960427025027616,0.00024862869859483734,27827505000.0,23323695000.0,18635555000.0,30776471000.0,25886527000.0,19855977000.0,255062000.0,225896000.0,1331042000.0,226956000.0,5740475000.0,17507000.0,6794517000.0,17507000.0,5077737000.0,182035000.0,4871151000.0,172354000.0,3732455000.0,2528045000.0,5619708000.0,4227344000.0,3526484000.0,40584000.0,0.0,3658458000.0,44311000.0,0.0,341680000.0,7662876000.0,5965692000.0,691444000.0,901005000.0,7702150000.0,5534120000.0,728444000.0,-284209000.0,0.0,-952630000.0,950900000.0,0.0,-694059000.0,-1462858000.0,400695000.0,417320000.0,1331042000.0,-1018198000.0,-274614000.0,1728600000.0,1968713000.0
0060.HK,HK FOOD INV,Consumer Defensive,Food Distribution,hk_market,0.5699999928474426,HKD,259586000,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,649026000.0,156889000.0,57585000.0,685246000.0,176308000.0,61339000.0,84674000.0,6526000.0,92452000.0,6762000.0,36030000.0,10631000.0,44998000.0,9763000.0,13120000.0,13120000.0,18538000.0,18538000.0,577921000.0,570630000.0,604969000.0,598718000.0,9217000.0,393740000.0,12200000.0,10939000.0,416574000.0,12821000.0,69820000.0,183133000.0,157693000.0,46330000.0,61689000.0,131120000.0,115110000.0,33036000.0,-17337000.0,-281000.0,-495000.0,-4162000.0,-488000.0,-384000.0,-43993000.0,-16728000.0,7374000.0,92452000.0,-5215000.0,-1333000.0,-2836000.0,145088000.0
0061.HK,GREEN LEADER,Basic Materials,Coking Coal,hk_market,0.18000000715255737,HKD,526260000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,9218302000.0,645570000.0,7420414000.0,8626542000.0,550434000.0,7524993000.0,38064000.0,0.0,146141000.0,0.0,695218000.0,3017000.0,680374000.0,5856000.0,10592000.0,10592000.0,21650000.0,21650000.0,177344000.0,-2037517000.0,-665439000.0,-2351061000.0,0.0,0.0,0.0,0.0,0.0,0.0,8560328000.0,1612858000.0,1265085000.0,390539000.0,8061913000.0,1303796000.0,1175929000.0,287848000.0,265672000.0,0.0,-21824000.0,-312362000.0,0.0,-15882000.0,310173000.0,-186871000.0,-27775000.0,146141000.0,250676000.0,-247577000.0,-19868000.0,48097000.0
0062.HK,TRANSPORT INT'L,Industrials,Railroads,hk_market,11.319999694824219,HKD,474940000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.2304248957763086,0.0,20089600000.0,2630200000.0,2354300000.0,19946051000.0,2719970000.0,2759469000.0,960200000.0,337900000.0,825787000.0,741095000.0,803400000.0,4200000.0,997545000.0,3513000.0,3326100000.0,4000000.0,2141823000.0,3306000.0,13140000000.0,13140000000.0,13678728000.0,13678728000.0,4255700000.0,1402000000.0,1425000000.0,3940004000.0,1432548000.0,1329294000.0,7849200000.0,7202008000.0,5361724000.0,0.0,8036097000.0,6190880000.0,5429442000.0,0.0,245044000.0,-14701000.0,-94000.0,1904114000.0,-25165000.0,-161000.0,1319850000.0,-1581390000.0,-48897000.0,825787000.0,1198413000.0,-826953000.0,217884000.0,1133093000.0
0063.HK,CHI ASIA VALLEY,Real Estate,Real Estate Services,hk_market,0.06800000369548798,HKD,2819099904,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,425137000.0,31148000.0,243894000.0,423633000.0,29201000.0,244221000.0,10807000.0,0.0,5991000.0,0.0,160867000.0,867000.0,161087000.0,1087000.0,69000.0,69000.0,184000.0,184000.0,181174000.0,181174000.0,179228000.0,179228000.0,392000000.0,0.0,0.0,392000000.0,0.0,0.0,1989000.0,37810000.0,6377000.0,28868000.0,2432000.0,17216000.0,1016000.0,25276000.0,-330000.0,0.0,-3373000.0,-22961000.0,0.0,-4740000.0,383000.0,-2790000.0,5517000.0,5991000.0,2304000.0,-1138000.0,-134000.0,2732000.0
0064.HK,GET NICE,Financial Services,Capital Markets,hk_market,0.15199999511241913,HKD,9662709760,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.00999998989931371,0.0,7597013000.0,6011563000.0,727173000.0,7871061000.0,6264030000.0,922298000.0,2123910000.0,235278000.0,1835239000.0,238196000.0,91695000.0,0.0,94930000.0,377000.0,0.0,0.0,0.0,0.0,6865808000.0,5673072000.0,6944753000.0,5751539000.0,848160000.0,0.0,0.0,836405000.0,0.0,0.0,510497000.0,422772000.0,42447000.0,0.0,515173000.0,487257000.0,40222000.0,0.0,60185000.0,-121000.0,-1612000.0,189640000.0,-1827000.0,-3098000.0,1050994000.0,172142000.0,-45387000.0,1835241000.0,469272000.0,-590379000.0,-124579000.0,658914000.0
0065.HK,GRAND OCEAN AR,Energy,Thermal Coal,hk_market,0.5799999833106995,HKD,1503480064,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,262834000.0,124630000.0,52500000.0,259999000.0,105149000.0,58800000.0,104558000.0,0.0,86412000.0,0.0,344000.0,344000.0,596000.0,596000.0,0.0,0.0,0.0,0.0,188835000.0,122907000.0,178775000.0,119128000.0,2369000.0,0.0,0.0,2543000.0,0.0,0.0,95795000.0,183016000.0,109151000.0,78102000.0,131495000.0,133012000.0,84673000.0,86022000.0,14372000.0,0.0,0.0,-42505000.0,0.0,0.0,17946000.0,-24645000.0,-1031000.0,86412000.0,-15714000.0,-18078000.0,-2880000.0,93502000.0
0066.HK,MTR CORPORATION,Industrials,Railroads,hk_market,41.5,HKD,6202059776,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,1.1552613581259363,0.0,292294000000.0,46231000000.0,49270000000.0,292082000000.0,42919000000.0,44587000000.0,26439000000.0,0.0,20970000000.0,0.0,1899000000.0,0.0,1650000000.0,0.0,37531000000.0,0.0,42248000000.0,1026000000.0,177928000000.0,177418000000.0,180037000000.0,179714000000.0,82492000000.0,12504000000.0,1470000000.0,84801000000.0,12442000000.0,1479000000.0,111916000000.0,47202000000.0,43112000000.0,838000000.0,112732000000.0,42541000000.0,41352000000.0,888000000.0,9552000000.0,0.0,-910000000.0,-4809000000.0,0.0,-1039000000.0,7472000000.0,5974000000.0,-14531000000.0,10752000000.0,772000000.0,-675000000.0,2844000000.0,11879000000.0
0069.HK,SHANGRI-LA ASIA,Consumer Cyclical,Lodging,hk_market,8.0600004196167,HKD,3585520128,USD,7.8495299021403,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,12680917000.0,1152510000.0,1330776000.0,13474267000.0,1344063000.0,1952086000.0,613333000.0,55227000.0,745540000.0,56577000.0,668192000.0,39060000.0,1110158000.0,48072000.0,5445960000.0,522730000.0,5096492000.0,570726000.0,5554006000.0,5426360000.0,6049864000.0,5864293000.0,1676816000.0,4193628000.0,19489000.0,1758979000.0,4341708000.0,19990000.0,5381688000.0,1241049000.0,696527000.0,250839000.0,4937522000.0,1033431000.0,671194000.0,295177000.0,-290575000.0,-200516000.0,0.0,-460161000.0,-206193000.0,0.0,-144432000.0,79756000.0,-108248000.0,745540000.0,-362550000.0,-23355000.0,366221000.0,924457000.0
0070.HK,RICH GOLDMAN,Consumer Cyclical,Resorts & Casinos,hk_market,0.06800000369548798,HKD,1938819968,HKD,1.0,1970-01-01 00:00:01.656547200,1656547200.0,0.0,0.0,1450642000.0,236879000.0,45919000.0,1479917000.0,270354000.0,39212000.0,121503000.0,0.0,181023000.0,0.0,8204000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247882000.0,1145710000.0,1271611000.0,1166769000.0,687112000.0,0.0,31488000.0,717937000.0,0.0,31512000.0,405491000.0,60352000.0,12512000.0,54846000.0,414650000.0,51065000.0,6243000.0,40170000.0,-3631000.0,0.0,-1454000.0,-30356000.0,0.0,0.0,-83471000.0,-32576000.0,-225100000.0,121503000.0,324006000.0,3151000.0,-23550000.0,463604000.0
0071.HK,MIRAMAR HOTEL,Real Estate,Real Estate Services,hk_market,12.100000381469727,HKD,690960000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,21236438000.0,5798309000.0,727264000.0,21082037000.0,5604062000.0,526890000.0,5428874000.0,60163000.0,5247852000.0,62399000.0,31060000.0,31060000.0,39109000.0,39109000.0,33054000.0,33054000.0,47305000.0,47305000.0,20028097000.0,19868320000.0,20042186000.0,19881690000.0,15186262000.0,982000.0,26790000.0,15219649000.0,894000.0,39840000.0,204824000.0,1247025000.0,557767000.0,35832000.0,201443000.0,1314605000.0,688814000.0,59216000.0,329958000.0,-13000.0,-2224000.0,301899000.0,-345000.0,-2975000.0,202031000.0,-1476861000.0,-53477000.0,2954360000.0,-110821000.0,-467481000.0,-69797000.0,4276107000.0
